0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124
-0.42943114,-0.08087238,0.46718693,-0.66720474,-1.3356507,-1.7458581,-0.012894431,-0.8056181,1.158522,-0.93592,-0.27118722,1.3621123,-0.03802583,-0.6160904,-1.7553025,0.72835183,2.275879,-0.14089063,0.6252249,0.09073131,-1.390602,0.1335938,0.8295425,-1.2812266,-0.3034248,-1.0493982,0.5819421,0.9158697,1.284321,0.7726543,0.61472577,0.99796665,1.2008219,0.19051836,0.26772922,0.25883266,-1.7936052,-0.6868699,0.051370993,1.1835897,1.079373,0.3731507,0.91075844,0.405467,-0.2903214,1.8282695,0.8335241,0.53480524,-0.30731145,-0.846258,0.275794,0.39443746,0.16272448,-1.7475727,0.09588943,0.7041235,-0.31763282,-0.47092602,-0.15754427,-0.3612737,-0.8079902,-1.588928,-0.9729539,-0.59447294,-0.64396065,-0.27950627,-0.2739031,0.090981714,-0.9777217,1.219265,0.13266344,0.8503397,0.2513939,-0.35285884,-0.12410571,-1.5435522,-0.39324087,-1.0503575,1.1058441,-0.06747198,-0.9877293,-1.1558777,1.2305275,0.090150416,-0.10974768,-0.6562847,-1.6067026,0.17150207,1.4377221,0.20601597,0.10067159,-0.8249908,1.0409591,0.7924582,1.0761206,-0.5268936,0.20815659,1.123803,-0.7319235,1.1779896,-0.38408524,0.8841898,0.31068245,1.0816932,0.38292173,0.7103422,-2.334499,-0.59530425,-0.30830917,0.046484254,0.6686709,-0.093493715,0.9241223,-0.18873598,-1.4282838,-0.8744744,-0.21954547,0.18973711,-0.16940005,1.7601672,-0.89002776,-0.7596674,-0.9102698,0.20990089,0.66773665
0.2046132,-0.21776925,-0.035524044,0.093191504,-0.24289511,0.1904115,-0.060266543,0.10155971,0.21268377,0.2452095,-0.116537996,-0.17622055,0.4798849,0.6017243,-0.2768757,-0.22036377,-0.52677363,0.33494094,-0.46942383,-0.4469403,0.056962255,0.032412846,-0.81341064,0.38003194,0.47405398,0.7179351,-0.064157374,-0.7132654,0.10996914,-0.037380386,-0.8151233,-0.14041896,0.1435221,-0.30535474,0.5722427,0.2123786,0.5712255,-0.1596911,-0.43041202,-0.1204263,-0.4897924,-0.14836985,-0.29911786,0.45612353,0.17098503,-0.2674624,0.19412446,0.75211084,-0.12542397,-0.621797,0.38510862,0.5565254,-0.44279864,0.76016116,-0.5199352,0.9454614,-0.12715526,-0.30181292,-0.66297686,-0.5925188,-0.09835735,-0.84668565,0.65130794,-0.15452835,0.33652565,0.46130687,0.21908683,0.3161336,0.5301502,0.15379179,-0.7919643,0.09498436,0.26276335,0.75960505,0.28215522,0.2216056,0.21607012,-0.54141295,0.7490378,-1.1464944,-0.072534725,-0.45210937,0.8801979,-0.6367806,-0.9789208,0.14993496,-0.57640636,0.17969763,0.45116526,0.31529844,0.5798514,-0.59242356,-0.036566693,0.00865377,0.08553002,0.41130257,-0.09781263,0.48062238,-0.38228282,0.591405,-0.5034605,0.28100678,0.2241777,-0.14897391,1.0940958,-0.11170314,-0.6401593,0.45478508,0.35296172,0.5096185,-0.3399341,-0.43655744,-0.10863413,-0.118697,-0.9223481,0.21001178,-0.58858824,-0.16930918,0.28454536,0.1780101,0.75978535,-0.58917093,-0.51921636,0.7605062,0.84930533
-0.89299494,1.3506067,0.70407367,0.56928974,-1.0070895,-0.16230193,-0.38144642,0.035930697,0.29859325,-0.83475864,-0.12806705,-0.060203772,-0.15895508,0.8401873,-0.97387075,0.23545496,0.63861394,-0.46639854,0.89423317,-0.45502573,-0.38732433,0.650624,0.4072521,-1.2341121,-0.19668344,0.19794215,0.088965714,0.8641007,-0.1953168,0.24471417,0.30316585,0.17956172,0.8373006,-0.3727233,-1.8253031,-0.008559317,-0.28209224,0.26608518,-0.815499,1.091643,0.6008535,0.73117375,0.15699357,1.3893847,-0.8327,0.08300231,-0.064318456,1.1242906,-0.7391754,-0.029699648,0.9823294,0.5639824,0.41391286,-0.7925302,-0.66067046,-0.91097695,-0.2628739,0.5074413,-0.22760525,0.03975044,-0.29042915,-0.039214738,0.15674335,0.14017767,-0.6880393,0.25761178,-1.5390639,0.3022966,-1.2932929,1.0010616,-0.62365377,0.07337201,0.01129801,0.27669752,-0.016931519,-0.64313716,-0.36592078,-0.5379596,0.9382845,0.57921445,-0.45246997,-0.0050550955,0.021547206,0.7623719,-0.44747135,-0.8698119,0.7721058,0.30205542,-0.24570887,0.089105956,-0.66662174,-0.020038044,-0.48925322,-0.22750258,0.89800626,0.38359597,-0.12730622,0.69599056,0.75770295,-0.07731454,-0.15114675,-0.6411316,0.4164075,-0.39515594,0.52270013,-0.08422929,-0.11624542,-0.08385792,0.1026466,1.1901255,0.16697669,-0.38546178,0.14633387,-1.2881997,-2.1027625,-0.5949549,0.65775734,-0.08669542,0.5228102,1.3269135,-0.69669855,0.3064619,-1.0938365,0.87186015,0.2917715
1.094037,1.057309,-0.015983349,0.61167026,-0.43379924,0.16897944,-0.078887865,-0.28375375,-0.7285659,-0.37337962,0.36005512,0.9059542,0.39431432,0.6496612,-1.1798192,-0.06836598,-0.30958903,-1.1880494,0.96202135,-0.67067045,-0.06962657,-0.08903289,-0.5553604,0.36861414,0.3456695,-0.69466746,1.312856,0.68737143,0.22782926,-0.92221403,-0.55201113,-0.8000521,-0.6162934,0.4861285,-0.5751801,0.1039831,-0.71727484,-1.0754287,-0.26646134,0.18006466,-0.3180361,0.398062,-0.45735982,-1.0023994,0.06509915,-0.5361652,0.9290865,0.8257723,0.26958027,-0.6740234,0.17791532,0.009257224,-0.06893263,-0.18056501,-1.9440868,-0.12726656,-0.36789995,-0.41572028,0.16364667,-0.804227,0.084921286,0.20727463,0.24794042,0.46565676,-0.056945954,2.1340804,-0.81622773,1.3681395,-0.049360063,0.5226164,-0.5018883,-0.460413,-0.39409408,2.0633564,0.8255881,-0.7433154,0.017167654,-0.17346808,1.5937185,-0.908655,-0.03361095,-0.54192823,-0.34343538,0.046391625,-0.36253282,-0.2467224,-0.37008896,-0.20116061,0.45624548,0.20206304,-0.68608505,0.4059912,0.46937665,-0.5217227,0.9238053,-1.39545,-0.8307226,-0.3524514,-0.7811492,1.1449245,-0.73880345,-1.5567142,0.9639736,0.90303594,-0.07910611,0.15477107,-0.8906177,0.23167677,0.26750758,-0.07467404,0.54740846,0.24854001,0.59639174,0.15811236,-1.2371866,-0.7659501,-0.93629557,0.5346557,-0.61057514,0.089953825,-0.15655258,-0.9998629,-0.04060034,-0.0584325,0.44979173
-0.5078691,0.33189905,-0.65031606,-0.84511787,-1.3048209,-0.03492973,0.39895478,-0.4397956,1.09863,0.71215194,-0.84308434,0.94525105,-0.77289474,1.47756,0.6186567,-1.1057476,1.7279503,0.275992,0.037111152,-0.39401284,-0.36418146,0.058415115,0.06737685,-0.58904266,-0.46384498,-1.5756989,0.21918066,0.71591496,0.39561796,-1.8642049,0.13869317,-0.21334542,0.5106606,1.2779639,-0.1549562,0.4108622,-0.6380653,1.0765549,-0.032497674,0.22657216,0.099470764,-0.83465344,-0.0399438,0.13887964,-0.18457131,0.63216895,-0.24885114,-1.3943862,-0.20582591,-0.1262667,0.8468456,-1.7300029,0.90196496,-0.6886093,0.73618907,0.2170604,0.38032183,0.34367183,-0.3365273,-0.7651938,0.36761764,-1.0896661,0.49342832,0.109774746,0.05170224,-0.03902853,-0.76563764,-0.45929003,-1.0601444,-0.54138756,0.122560605,0.3751592,-0.38929495,0.19036363,-0.094311066,-0.096980184,0.03745322,0.22893259,0.119416125,0.41442704,0.6538018,-0.33067694,-0.028895743,0.32344118,0.8538859,-0.10656058,1.1621872,-0.37889317,-0.3917258,0.34837613,0.55274564,0.059109572,0.0030094073,0.107909635,0.52299136,0.3783367,0.1831978,-0.3099076,-0.43514696,0.3399075,-0.15121001,0.42647052,0.99068266,0.46134982,1.1656889,0.5533101,0.15212582,0.38011718,-0.26917136,-0.81844914,0.24338304,1.6713557,0.8534248,0.09791835,-0.10607623,0.42146826,0.40602654,0.54738855,0.73687553,-0.84891474,-0.7456657,-0.38850188,-0.84166807,-1.0868589,0.964618
-0.26187629,-0.15274383,-0.12665778,-0.26302916,-0.7405539,0.18095912,-1.0386093,0.11205773,-0.3680323,-0.51852894,0.0086274445,0.7620379,0.33434388,0.7509792,-0.52452296,0.22761287,1.262232,-0.39119288,0.07820105,-0.21370807,-0.44331524,-0.07951787,-0.122224316,-0.43105683,0.08922338,0.14137681,0.046560887,0.57606566,-0.40163028,-0.206028,-0.10242281,0.6137712,1.1301789,0.3451226,0.2189121,0.3538728,0.026771668,0.4008968,0.14021155,-0.7332826,-0.06843625,-0.19921605,0.012482944,0.2519269,-0.086059,0.84435534,-0.4771872,0.5410325,-0.21742825,0.5546406,1.5059527,-0.8646814,0.48079264,-0.33293235,-0.4394505,0.8761259,-0.13810888,-1.201625,0.02218115,-1.0377135,0.28704742,-0.046529762,1.1329026,0.17345147,0.20939982,-0.79520184,-1.3454636,-0.40338916,0.24247593,-0.20613036,-0.2418034,0.24545063,0.4408351,-0.16721685,-0.05695366,0.43407792,0.4300531,0.12429888,-0.54770213,0.011941298,0.9506664,-1.2195258,-0.6105655,0.50476575,0.9582912,-0.0024537398,0.10413243,-0.5141435,-0.42140427,-0.8975844,0.35284466,-0.20812541,0.11099957,-0.20581338,0.84210837,-0.04384823,-0.041887492,-0.14802684,-0.33237028,-0.14254527,-0.46304405,-0.4195109,-0.08573548,-0.0434413,1.0141069,0.00091239664,-0.7518242,0.777486,0.64891773,0.46628076,0.27456102,-0.34953332,0.6900889,-0.3387552,0.5817095,0.22950995,0.072588824,-0.0004598035,0.52187455,-0.47095162,-0.6711759,0.8015858,0.09700216,0.72847337,0.8130339
1.3592823,1.2904011,-0.60204154,0.32469106,-0.7998137,-0.04093757,-0.61939466,0.266053,1.1967511,0.5994671,-0.39185518,1.1162405,-0.041151986,0.90004385,-0.7899396,-0.6941181,-0.19137873,0.17319892,0.5316578,-0.6334449,-1.1737959,1.0201961,0.053060792,-0.42728308,-0.23243836,-0.51783454,-0.23758565,1.4099073,-0.5775403,-0.6956311,-0.36865473,0.24754831,-1.0810289,0.21292205,-0.74450547,-0.24415712,-1.0490475,0.082815975,-0.48169103,0.091633886,-0.27868485,-0.30327496,0.04397123,0.08515128,0.051700834,0.62306726,1.3812896,0.7633518,-0.17641,-0.81206906,-0.6984711,-0.38801694,0.15321414,0.18896207,-0.54280365,0.7961362,-0.25275946,0.77501327,-1.1447723,-0.95614743,0.19337063,-0.29724547,-0.49108604,-0.52999336,-0.3179,2.186275,-0.2953824,0.39346445,-0.56028837,-0.4605997,-0.5976667,0.64019513,-0.4280376,0.64303493,0.5233007,-1.0260721,0.14086163,-1.3309007,1.8693289,-1.4390974,-0.6693871,-0.16964653,0.35143453,-0.18475568,-1.2752408,-0.13323906,-0.18091197,-0.43707353,0.48243657,0.7499605,-0.25639555,0.64631546,-0.5246212,-0.45985898,0.5825146,-0.95437646,-0.46187344,0.18289678,-0.3647956,2.002445,-0.5551172,-0.89194745,1.949976,2.0069559,0.9946092,0.447568,-0.26805928,0.11074848,-0.5000688,-0.036023915,0.2216703,-0.10185984,0.9499259,0.4800186,-0.64140385,-1.4483725,-1.4692289,0.99812365,-0.84987944,0.06884719,0.2626892,-0.6246066,-1.3918604,0.7617552,0.46270576
-0.14437328,0.184041,0.09255255,0.9623573,-0.12530334,-0.7109592,-0.20989206,-0.81408435,-0.2381757,-0.02265818,-0.6925273,0.53950626,-0.4682812,-1.0019891,-0.44262487,0.063453555,-0.66146606,-0.08977988,-0.31765273,0.57304066,-0.877136,-0.9892205,0.4124294,-0.6386439,-0.19199315,-0.86261386,-0.8072554,0.5220227,-0.2945278,-0.8674291,-0.29712534,0.4728002,0.94549716,0.7097826,-1.278713,0.59549224,-0.22289844,-0.58476007,0.08682255,1.0682907,-0.13002951,-0.34945905,0.10003598,-1.1883352,0.32268384,0.5388921,0.16959858,0.5117053,-0.28193304,0.27817398,-0.25254408,-0.05078028,0.41633123,0.12251411,-0.38599354,0.54007554,-0.3511088,-0.36517638,0.037169617,-0.07381077,-0.7006676,0.42292637,-0.6548156,-0.30785757,-0.5409289,0.42867047,-0.40219474,0.19674566,-1.1172364,0.16804445,-0.75143343,0.31603357,-1.0462663,-0.0105868755,-0.78941864,-1.3413658,0.42217818,-0.3346962,0.5874294,-0.23636544,0.021953547,-0.79542506,0.36223,0.111343466,0.3044591,-1.0878282,-0.17244826,-0.2501625,0.59870857,-0.36921835,-1.2876906,0.7923645,0.17189208,0.52419525,0.33430696,-0.2925996,-0.7801362,0.19034562,-0.3964038,0.34391388,-0.9728119,-0.52790594,0.30000666,0.23359378,0.41268682,0.31644416,-0.7399746,-0.18922193,0.42246675,-0.18019691,0.08436212,0.96098936,0.24187666,1.1281646,0.056343537,-0.36383522,-0.5331044,-0.18941306,-0.17181979,0.18262906,-0.25830224,0.038051125,0.8799228,-0.34478784,0.92543286
-0.29812217,1.0318141,-0.38795534,0.5426499,-1.0654204,-0.24672745,-2.1209457,-0.4634748,0.5756598,-1.3022053,0.04800765,0.49892193,0.53356284,-0.06405479,0.60789865,-0.9916641,0.84678596,0.60566145,0.015377165,1.675553,-1.6430384,-0.56705487,-0.8952626,-1.7443683,-0.013426257,-0.8665591,-1.1288264,1.3668298,-0.83814996,-0.42393342,-1.176875,0.27036297,-0.3614449,0.06477274,-1.0871869,-0.662003,-1.0375684,-0.3294021,0.59685755,1.4736004,0.26977906,-0.9283198,-0.18239178,0.47664228,-0.73139894,0.3185758,-0.5910048,1.3432796,0.108241774,-0.8949461,-0.57668054,-0.15535074,0.5922818,-0.64120644,0.2247784,0.5942168,0.24451718,-0.33344245,0.3976781,-1.2001446,-0.40768513,-0.846594,1.2423353,-0.8398368,0.10354885,-0.14236137,0.00274165,0.22450818,-1.3377032,0.8501023,-0.85817915,0.39026806,-0.04684529,-0.24326812,-1.1964563,-0.085665636,-0.4680152,-0.11032864,1.8928958,1.1186409,1.8339722,-1.1670009,-0.64591545,1.1420683,0.30991122,-1.3818852,1.6757886,-0.13721184,-1.2657796,0.4304828,0.9811599,0.4081458,-0.80706275,-0.044724386,0.09900796,0.83927596,-0.0054147295,-0.7190859,-0.29535478,0.50564855,-1.3879243,-0.7464064,0.7926038,-0.599507,-0.4317771,0.36834487,1.4839659,-0.1022772,1.262606,1.9958879,-1.0218211,-0.48306528,0.8574963,0.95593643,-0.73921376,0.15845124,0.2321341,-0.45110586,-0.14996862,0.52782583,1.0501938,-0.053142972,-1.1949764,-0.36293063,0.26556942
-0.4977004,0.14107808,0.9470325,-0.39801812,-1.1177323,-0.71767575,-0.8933601,0.13244689,0.6324897,0.22798447,0.08982673,0.12749936,0.7838563,0.6012113,-0.6618342,1.0462214,0.11891621,-0.45588145,-0.1309223,0.9424674,-1.365181,0.648272,-1.3186178,0.02624569,-1.4540952,0.6145446,-0.62449193,0.3836781,0.8356726,0.73385155,-0.48596454,-0.13544953,-0.03959412,-0.18827574,0.32573327,0.31138226,-0.43468946,-0.8043675,-0.82756186,1.0627548,0.4988028,0.51718056,0.48600543,0.054101415,0.0026950275,-0.19528888,1.077318,2.0097008,-1.0045342,-0.4540467,0.7019471,1.4391756,0.931819,0.21318519,0.09890227,0.782395,0.07705649,-0.8273777,-0.656288,-0.72883147,-0.18797031,-0.7780566,0.55250734,-1.1271801,0.11850002,-0.0992345,-0.13700616,-0.18691593,-0.46429354,1.1143999,-1.2421397,0.08748078,0.16646932,0.94311136,0.5075631,-0.63642985,0.83314395,-0.4243704,0.95094436,-0.9024852,1.2425252,-0.42317355,0.93121356,0.66174304,0.5015326,-0.7229515,-0.282567,0.31996685,0.6549631,0.10251664,0.7668537,-0.7511303,-0.5086675,0.03942527,1.103805,0.36388427,-0.14464219,0.27962375,0.33226237,-0.25739682,-1.6134897,0.054212037,0.5890198,0.0048256624,0.3686978,0.09973826,0.033417933,-0.8235132,0.4304635,1.0232434,-0.7669156,-0.63228625,1.1043984,-0.26878557,-0.5757234,-1.3592368,-0.43289593,-0.042156905,-0.73305506,0.6775075,1.0666146,-0.06150822,-0.37418073,0.6975517,1.4838206
