Id,eventId,label
1,5635,0
2,5635,0
3,5635,0
4,5635,0
5,5635,0
6,5635,0
7,5635,0
8,5635,0
9,5635,0
10,5635,0
11,5635,0
12,5635,0
13,5635,0
14,5635,0
15,5635,0
16,5635,0
17,5635,0
18,5635,0
19,5635,0
20,5635,0
21,5635,0
22,5635,0
23,5635,0
24,5635,0
25,5635,0
26,5635,0
27,5635,0
28,5635,0
29,5635,0
30,5635,0
31,5635,0
32,5635,0
33,5635,0
34,5635,0
35,5635,0
36,5635,0
37,5635,0
38,5635,0
39,5635,0
40,5635,0
41,5635,0
42,5635,0
43,5635,0
44,5635,0
45,5635,0
46,5635,0
47,5635,0
48,5635,0
49,5635,0
50,5635,0
51,5635,0
52,5635,0
53,5635,0
54,5635,0
55,5635,0
56,5635,0
57,5635,0
58,5635,0
59,5635,0
60,5635,0
61,5635,0
62,5635,0
63,5635,0
64,5635,0
65,5635,0
66,5635,0
67,5635,0
68,5635,0
69,5635,0
70,5635,0
71,5635,0
72,5635,0
73,5635,0
74,5635,0
75,5635,0
76,5635,0
77,5635,0
78,5635,0
79,5635,0
80,5635,0
81,5635,0
82,5635,0
83,5635,0
84,5635,0
85,5635,0
86,5635,0
87,5635,0
88,5635,0
89,5635,0
90,5635,0
91,5635,0
92,5635,0
93,5635,0
94,5635,0
95,5635,0
96,5635,0
97,5635,0
98,5635,0
99,5635,0
100,5635,0
101,5635,0
102,5635,0
103,5635,0
104,5635,0
105,5635,0
106,5635,0
107,5635,0
108,5635,0
109,5635,0
110,5635,0
111,5635,0
112,5635,0
113,5635,0
114,5635,0
115,5635,0
116,5635,0
117,5635,0
118,5635,0
119,5635,0
120,5635,0
121,5635,0
122,5635,0
123,5635,0
124,5635,0
125,5635,0
126,5635,0
127,5635,0
128,5635,0
129,5635,0
130,5635,0
131,5635,0
132,5635,0
133,5635,0
134,5635,0
135,5635,0
136,5635,0
137,5635,0
138,5635,0
139,5635,0
140,5635,0
141,5635,0
142,5635,0
143,5635,0
144,5635,0
145,5635,0
146,5635,0
147,5635,0
148,5635,0
149,5635,0
150,5635,0
151,5635,0
152,5635,0
153,5635,0
154,5635,0
155,5635,0
156,5635,0
157,5635,0
158,5635,0
159,5635,0
160,5635,0
161,5635,0
162,5635,0
163,5635,0
164,5635,0
165,5635,0
166,5635,0
167,5635,0
168,5635,0
169,5635,0
170,5635,0
171,5635,0
172,5635,0
173,5635,0
174,5635,0
175,5635,0
176,5635,0
177,5635,0
178,5635,0
179,5635,0
180,5635,0
181,5635,0
182,5635,0
183,5635,0
184,5635,0
185,5635,0
186,5635,0
187,5635,0
188,5635,0
189,5635,0
190,5635,0
191,5635,0
192,5635,0
193,5635,0
194,5635,0
195,5635,0
196,5635,0
197,5635,0
198,5635,0
199,5635,0
200,5635,0
201,5635,0
202,5635,0
203,5635,0
204,5635,0
205,5635,0
206,5635,0
207,5635,0
208,5635,0
209,5635,0
210,5635,0
211,5635,0
212,5635,0
213,5635,0
214,5635,0
215,5635,0
216,5635,0
217,5635,0
218,5635,0
219,5635,0
220,5635,0
221,5635,0
222,5635,0
223,5635,0
224,5635,0
225,5635,0
226,5635,0
227,5635,0
228,5635,0
229,5635,0
230,5635,0
231,5635,0
232,5635,0
233,5635,0
234,5635,0
235,5635,0
236,5635,0
237,5635,0
238,5635,0
239,5635,0
240,5635,0
241,5635,0
242,5635,0
243,5635,0
244,5635,0
245,5635,0
246,5635,0
247,5635,0
248,5635,0
249,5635,0
250,5635,0
251,5635,0
252,5635,0
253,5635,0
254,5635,0
255,5635,0
256,5635,0
257,5635,0
258,5635,0
259,5635,0
260,5635,0
261,5635,0
262,5635,0
263,5635,0
264,5635,0
265,5635,0
266,5635,0
267,5635,0
268,5635,0
269,5635,0
270,5635,0
271,5635,0
272,5635,0
273,5635,0
274,5635,0
275,5635,0
276,5635,0
277,5635,0
278,5635,0
279,5635,0
280,5635,0
281,5635,0
282,5635,0
283,5635,0
284,5635,0
285,5635,0
286,5635,0
287,5635,0
288,5635,0
289,5635,0
290,5635,0
291,5635,0
292,5635,0
293,5635,0
294,5635,0
295,5635,0
296,5635,0
297,5635,0
298,5635,0
299,5635,0
300,5635,0
301,5635,0
302,5635,0
303,5635,0
304,5635,0
305,5635,0
306,5635,0
307,5635,0
308,5635,0
309,5635,0
310,5635,0
311,5635,0
312,5635,0
313,5635,0
314,5635,0
315,5635,0
316,5635,0
317,5635,0
318,5635,0
319,5635,0
320,5635,0
321,5635,0
322,5635,0
323,5635,0
324,5635,0
325,5635,0
326,5635,0
327,5635,0
328,5635,0
329,5635,0
330,5635,0
331,5635,0
332,5635,0
333,5635,0
334,5635,0
335,5635,0
336,5635,0
337,5635,0
338,5635,0
339,5635,0
340,5635,0
341,5635,0
342,5635,0
343,5635,0
344,5635,0
345,5635,0
346,5635,0
